,Dialogue
47022,"There's too many people in this room.
"
47023,"There's about to be one more.
"
47024,"So anybody who's not an ex-husband
"
47025,"or a lesbian life partner, out you go.
"
47026,"- Come on, out.
"
47027,"RACHEL: Okay, good luck.
"
47028,"- Bye, bye, bye.
"
47029,"- Good luck, you guys, good luck.
"
47030,"Let me ask you, do you have to be
"
47031,"Carol's lesbian life partner?
"
47032,"NURSE:
"
47033,"Out.
"
47034,"FRANZBLAU: All right.
"
47035,"All right, he's crowning. Here he comes.
"
47036,"Let me see. I gotta see, I gotta see.
"
47037,"Oh... Oh.
"
47038,"Oh! A head.
"
47039,"Oh. It's huge.
"
47040,"Carol, how are you doing this?
"
47041,"Not helping.
"
47042,"FRANZBLAU:
"
47043,"You're doing great. You're doing fine.
"
47044,"- Hello?
"
47045,"- Oh, sorry.
"
47046,"What do you see? What do you see?
"
47047,"We got a head, we got shoulders,
"
47048,"we got arms, we got...
"
47049,"Oh, look at the little... The fingers.
"
47050,"Oh, a chest and a stomach...
"
47051,"...and it's a boy, definitely a boy.
"
47052,"All right. Okay, legs, knees and feet.
"
47053,"Oh, oh.
"
47054,"[GASPING]
"
47055,"He's here. He's...
"
47056,"He's a person.
"
47057,"Oh!
"
47058,"- Look at that.
"
47059,"- What does he look like?
"
47060,"Kind of like my Uncle Ed,
"
47061,"covered in Jell-O.
"
47062,"Really?
"
47063,"PHOEBE [FROM ABOVE]:
"
47064,"You guys, he's beautiful.
"
47065,"Aw, thanks, Pheebs.
"
47066,"No shouting,
"
47067,"but we still need a name for this little guy.
"
47068,"How about Ben?
"
47069,"I like Ben.
"
47070,"Ben.
"
47071,"[BEN COOS]
"
47072,"- Ha, ha. Ben's good.
"
47073,"- Yeah?
"
47074,"How come you never
"
47075,"mentioned Ben before?
"
47076,"- We, uh, just cooked it up.
"
47077,"SUSAN: Ha, ha.
"
47078,"That's what we were off doing.
"
47079,"- Hi.
"
47080,"- Hey.
"
47081,"- Can we come in?
"
47082,"- Yeah, come in. Come in.
"
47083,"[RACHEL GASPS]
"
47084,"[BEN CRYING]
"
47085,"I know. I know.
"
47086,"Everybody,
"
47087,"there's someone I'd like you to meet.
"
47088,"Yeah. This is Ben.
"
47089,"- Hi, Ben.
"
47090,"- Hi, Ben.
"
47091,"- Ben, this is everybody.
"
47092,"- Hey, Ben.
"
47093,"Susan, he looks just like you.
"
47094,"SUSAN:
"
47095,"Thanks. Ha, ha.
"
47096,"Oh, God, I can't believe one of us
"
47097,"actually has one of these.
"
47098,"I know. I still am one of these.
"
47099,"- Ross?
"
47100,"ROSS: Yeah?
"
47101,"Can I?
"
47102,"Okay, the head, the head. You gotta...
"
47103,"Hi, Ben. Hi.
"
47104,"I'm your Aunt Monica. Yes, I am.
"
47105,"I'm your Aunt Monica.
"
47106,"I...
"
47107,"I will always have gum.
"
47108,"Ben...
"
47109,"...I want you to know
"
47110,"that there may be some times...
"
47111,"...when I may not be around...
"
47112,"...like this.
"
47113,"[""TWINKLE, TWINKLE LITTLE STAR""
"
47114,"PLAYING ON MOBILE]
"
47115,"But I'll still always come back...
"
47116,"...like this.
"
47117,"And sometimes I may be away longer...
"
47118,"...like this.
"
47119,"But I'll still always come back...
"
47120,"...like this.
"
47121,"And sometimes I'll want you to steal third,
"
47122,"and I'll go like this.
"
47123,"Oh, he is so amazing.
"
47124,"Yeah, I know. Look at him.
"
47125,"Ben.
"
47126,"Hey, Ben.
"
47127,"Nothing. I don't think that's his name.
"
47128,"Oh, look, look, he's closing his eyes.
"
47129,"Oh, look, he's opening his eyes.
"
47130,"He doesn't do much, does he?
"
47131,"Nope, this is pretty much it.
"
47132,"- You guys wanna get some coffee?
"
47133,"ALL: Yeah.
"
47134,"All right, I'll see you guys later.
"
47135,"[MOUTHS]
"
47136,"Hi, Ben.
"
47137,"- [MOUTHS] I love you.
"
47138,"- Hi, Ben.
"
47139,"[BRAHMS' ""WIEGENLIED""
"
47140,"PLAYING MOBILE]
"
47141,"[JOEY BLOWS RASPBERRY]
"
47142,"[CHANDLER BLOWS RASPBERRY]
"
47143,"Oh, look, he's closing his eyes again.
"
47144,"ROSS:
"
47145,"Here's little Ben nodding off.
"
47146,"Aww, look at Aunt Monica's little boy.
"
47147,"- Look, he's got Ross' haircut.
"
47148,"- Oh, let me see.
"
47149,"Oh, God!
"
47150,"Is he just the sweetest thing?
"
47151,"You must just want
"
47152,"to kiss him all over.
"
47153,"That would be nice.
"
47154,"- Pfft.
"
47155,"- Pardon?
"
47156,"Nothing. Just a little extra air
"
47157,"in my mouth. Pfft.
"
47158,"Hey, Chan, can you help me out here?
"
47159,"I promise I'll pay you back.
"
47160,"Oh, yeah, right.
"
47161,"Including the waffles last week...
"
47162,"...you now owe me...
"
47163,"...17 jillion dollars.
"
47164,"I will, really,
"
47165,"I'll pay you back this time.
"
47166,"Where's the money coming from?
"
47167,"I'm helping out at the NYU
"
47168,"Med School with some, uh, research.
"
47169,"What kind of research?
"
47170,"Uh, just, you know, science.
"
47171,"Science.
"
47172,"Yeah, I think I've heard of that.
"
47173,"It's a fertility study.
"
47174,"[RACHEL LAUGHS]
"
47175,"Joey...
"
47176,"Please tell me you're only
"
47177,"donating your time.
"
47178,"Come on, you guys.
"
47179,"It's not that big a deal.
"
47180,"I just go down there
"
47181,"every other day...
"
47182,"...and make my contribution
"
47183,"to the project.
"
47184,"Hey, but at the end of two weeks,
"
47185,"I get $700!
"
47186,"Wow, you're gonna be making money
"
47187,"hand over fist.
"
47188,"[ALL LAUGHING]
"
47189,"Okay, we got the coleslaw.
"
47190,"We got the buns.
"
47191,"We've got the ground-up flesh
"
47192,"of formally cute cows and turkeys.
"
47193,"[IN DEEP VOICE]
"
47194,"Men are here!
"
47195,"We make fire.
"
47196,"Cook meat.
"
47197,"Then put out fire by peeing,
"
47198,"no get invited back!
"
47199,"Cute, cute.
"
47200,"- Oh, Melanie called. She's gonna be late.
"
47201,"- Oh, okay.
"
47202,"So how are things going with you two?
"
47203,"Is she becoming your special someone?
"
47204,"I don't know. She's, uh...
"
47205,"She's pretty great.
"
47206,"Yeah? What does she think of
"
47207,"your little science project?
"
47208,"You think I'm gonna tell a girl I like
"
47209,"that I'm also seeing a cup?
"
47210,"The man's got a point.
"
47211,"Well, the tough thing is,
"
47212,"she really wants to have sex with me.
"
47213,"Crazy bitch.
"
47214,"I still got a week left in the program,
"
47215,"and according to the rules...
"
47216,"...if I want to get the money, I'm not allowed
"
47217,"to conduct any personal experiments...
"
47218,"...if you know what I mean.
"
47219,"- Joey, we always know what you mean.
"
47220,"PHOEBE: Hey.
"
47221,"ROSS: Hey.
"
47222,"How long did you think
"
47223,"this barbecue was gonna last?
"
47224,"I'm going to China.
"
47225,"Jeez, you say one thing and, eh...
"
47226,"You're going to China?
"
47227,"It's, uh, for the museum.
"
47228,"Someone found a bone.
"
47229,"We want the bone,
"
47230,"they don't want us to have it.
"
47231,"So I'm going to try to persuade them...
"
47232,"It's a whole big ""bone"" thing.
"
47233,"Anyway, I'm gonna be gone
"
47234,"for, like, a week.
"
47235,"So, uh, if you wanna reach me,
"
47236,"you can't. So here's my itinerary.
"
47237,"Um...
"
47238,"- Here's a picture of me.
"
47239,"- Oh, let me see.
"
47240,"Could you take it to Carol's now and then
"
47241,"and show it to Ben so he doesn't forget me?
"
47242,"- Yeah.
"
47243,"- Hi, Ben.
"
47244,"I'm your father.
"
47245,"I am The Head! Pahh!
"
47246,"This barbecue's gonna be very fun.
"
47247,"Is Rachel here? Um, I wanted to wish her
"
47248,"a happy birthday before I left.
"
47249,"- Oh, no, she's out having drinks with Carl.
"
47250,"- Oh. Heh.
"
47251,"Hey, who's Carl?
"
47252,"- The guy she met at the coffeehouse?
"
47253,"- No.
"
47254,"- See, there's this guy she met at...
"
47255,"- The coffeehouse? Right.
"
47256,"So you do know who he is. Heh.
"
47257,"I'm gonna go say goodbye
"
47258,"to the guys.
"
47259,"Hey, you know what?
"
47260,"Tell them that bone story.
"
47261,"- Hi.
"
47262,"- Hey.
"
47263,"Hey.
"
47264,"- I have to go to China.
"
47265,"- The country?
"
47266,"No, this big pile of dishes
"
47267,"in my Mom's breakfront.
"
47268,"Do you guys know who Carl is?
"
47269,"Let's see. Alvin, Simon, Theodore...
"
47270,"No.
"
47271,"- Well, Rachel's having drinks with him.
"
47272,"- Oh, no!
"
47273,"How can she, when she's never
"
47274,"shown interest in you?
"
47275,"Forget about her.
"
47276,"He's right, man. Please move on.
"
47277,"Go to China. Eat Chinese food.
"
47278,"Of course, there they just call it food.
"
47279,"Yeah? I guess. I don't know.
"
47280,"All right, just give her this
"
47281,"for me, okay?
"
47282,"Listen, we're just looking out for you.
"
47283,"- I know.
"
47284,"- We want you to be happy.
"
47285,"And I may only have a couple beers
"
47286,"in me, but I love you, man.
"
47287,"I'm still on my first.
"
47288,"I just think you're nice.
"
47289,"Anyway, that's when me and my friends
"
47290,"started this fruit-basket business.
"
47291,"We call ourselves
"
47292,"""The Three Basketeers."" Ha, ha.
"
47293,"Like ""The Three Musketeers,""
"
47294,"only with fruit.
"
47295,"Oh!
"
47296,"Okay.
"
47297,"- How do you like your burgers?
"
47298,"- No. Presents first, food later!
"
47299,"Hold on there, tiger.
"
47300,"How's it going?
"
47301,"How you holding up?
"
47302,"Well, not so good.
"
47303,"She thinks tonight's the night
"
47304,"we're gonna complete the transaction...
"
47305,"...if you know what I...
"
47306,"And you do. Heh.
"
47307,"So, uh, have you ever thought about
"
47308,"being there for her?
"
47309,"What do you mean?
"
47310,"You know, just be there for her.
"
47311,"Not following you.
"
47312,"Think about it.
"
47313,"Okay, I'm guessing this is from...
"
47314,"Well, thank you, Melanie.
"
47315,"- Okay, this one right here is from me.
"
47316,"- Okay.
"
47317,"Hmm. Ah, it's light.
"
47318,"[RATTLING]
"
47319,"It rattles. It's...
"
47320,"...Travel Scrabble.
"
47321,"- Ha, ha, hey!
"
47322,"Wow. Thank you.
"
47323,"This one's from Joey.
"
47324,"It feels like a book. I think it's a book.
"
47325,"Feels like a book. And it's a book!
"
47326,"It's Dr. Seuss!
"
47327,"That book got me through
"
47328,"some tough times.
"
47329,"There is a little child
"
47330,"inside this man.
"
47331,"The doctors say if they remove it,
"
47332,"he'll die.
"
47333,"- Who's this from?
"
47334,"- That's, uh, Ross'.
"
47335,"Ah.
"
47336,"[CLEARS THROAT]
"
47337,"Oh, my God.
"
47338,"He remembered.
"
47339,"Remembered what?
"
47340,"It was, like, months ago.
"
47341,"We were walking by this antique store,
"
47342,"and I saw this pin in the window.
"
47343,"I told him it was just like one
"
47344,"my grandmother had when I was little.
"
47345,"Aw! I can't believe he remembered!
"
47346,"Well, sure, but can you
"
47347,"play it on a plane?
"
47348,"Oh, it's so pretty.
"
47349,"- This must've cost him a fortune.
"
47350,"- I can't believe he did this.
"
47351,"Ross? Remember when he
"
47352,"fell in love with Carol...
"
47353,"...and bought her that ridiculously
"
47354,"expensive crystal duck?
"
47355,"What did you just say?
"
47356,"[CLEARS THROAT]
"
47357,"[SHUDDERS]
"
47358,"Crystal duck.
"
47359,"No, no, no.
"
47360,"The, um... The ""love"" part?
"
47361,"[BABBLES]
"
47362,"Oh, my God.
"
47363,"Oh, no, no, no, no.
"
47364,"That's good.
"
47365,"Just keep rubbing your head.
"
47366,"That'll turn back time.
"
47367,"This is unbelievable.
"
47368,"I mean, this is unbelievable.
"
47369,"I know. This is really, really huge.
"
47370,"No, it's not. It's small,
"
47371,"it's tiny, it's petite, it's wee.
"
47372,"Uh-uh. I don't think any of our lives
"
47373,"will ever be the same ever again.
"
47374,"Is there a mute button on this woman?
"
47375,"I think this is so great!
"
47376,"I mean, you and Ross!
"
47377,"- Did you have any idea?
"
47378,"- No, none.
"
47379,"My first night in the city,
"
47380,"he mentioned asking me out...
"
47381,"...but nothing ever happened,
"
47382,"so I just...
"
47383,"What else did he say?
"
47384,"Does he want to go out with me?
"
47385,"Given that he's desperately
"
47386,"in love with you...
"
47387,"...he wouldn't mind getting
"
47388,"a cup of coffee or something.
"
47389,"Ross?
"
47390,"All this time?
"
47391,"- I've gotta talk to him.
"
47392,"- He's in China!
"
47393,"The country.
"
47394,"Wait, his flight doesn't leave
"
47395,"for 45 minutes.
"
47396,"What about the time difference?
"
47397,"From here to the airport?
"
47398,"Yes!
"
47399,"- You're never gonna make it!
"
47400,"- I've got to try.
"
47401,"What are you gonna say to him?
"
47402,"I don't know.
"
47403,"CHANDLER:
"
47404,"Maybe you shouldn't go.
"
47405,"Right, because if you're gonna
"
47406,"break his heart, that can wait.
"
47407,"Yeah, but if it's good news, tell him now.
"
47408,"Maybe I'll know when I see him.
"
47409,"Here, look. All right, does this help?
"
47410,"No.
"
47411,"All I know is, I cannot wait a week.
"
47412,"This is just too big.
"
47413,"I've just got to talk to him. I've got...
"
47414,"- I'll see you later.
"
47415,"- I love you!
"
47416,"Deal with me first!
"
47417,"[SPEAKING IN FOREIGN LANGUAGE]
"
47418,"All right.
"
47419,"[SHOUTS IN FOREIGN LANGUAGE]
"
47420,"Ross! Ross.
"
47421,"Excuse me, pardon me.
"
47422,"- Hi. Your boarding pass?
"
47423,"- Hi.
"
47424,"No, I need to talk to my friend.
"
47425,"Sorry, you're not allowed on the jetway
"
47426,"unless you have a boarding pass.
"
47427,"He just went on. He's right there,
"
47428,"in the blue jacket! Can I just...?
"
47429,"I'm sorry. Federal regulations!
"
47430,"All right, um, then could you please
"
47431,"just give him a message for me?
"
47432,"Please? This is very important.
"
47433,"All right. What's the message?
"
47434,"Uh... I don't know.
"
47435,"[SPEAKING IN FOREIGN LANGUAGE]
"
47436,"Excuse me! Sir!
"
47437,"Excuse me! Sir?
"
47438,"- I have a message for you.
"
47439,"- What?
"
47440,"It's from Rachel. She loved the present.
"
47441,"She'll see you when you get back.
"
47442,"What?
"
47443,"Toby, I don't know
"
47444,"what she's talking about.
"
47445,"There's no Rachel!
"
47446,"Don't give me that deep freeze!
"
47447,"[MELANIE MOANS]
"
47448,"Oh, Joey, Joey, Joey!
"
47449,"I think I blacked out there
"
47450,"for a minute.
"
47451,"It was nothing.
"
47452,"Well, now we gotta
"
47453,"find something fun for you!
"
47454,"[LAUGHING]
"
47455,"Ahh, you know what?
"
47456,"Forget about me. Let's, uh...
"
47457,"Let's give you another turn.
"
47458,"Me, again?
"
47459,"Sure. Why not?
"
47460,"Boy! Somebody's gonna get
"
47461,"a big fruit basket tomorrow!
"
47462,"I gotta tell you, you are nothing like
"
47463,"I thought you would be.
"
47464,"How do you mean?
"
47465,"I just had you pegged as one of those
"
47466,"guys who are always, ""Me, me, me!""
"
47467,"- Ha, ha.
"
47468,"- But you...
"
47469,"...you're a giver.
"
47470,"You're, like, the most generous
"
47471,"man I ever met.
"
47472,"I mean, you're practically a woman.
"
47473,"So, uh, Rach, do you want to save
"
47474,"this wrapping paper?
"
47475,"It's only a little torn.
"
47476,"Are you gonna go for it with Ross,
"
47477,"or should I throw it out?
"
47478,"I don't know.
"
47479,"Thought about it
"
47480,"all of the way there...
"
47481,"...and I thought about it
"
47482,"all the way back and, uh...
"
47483,"You know, it's Ross!
"
47484,"You know what I mean? It's Ross.
"
47485,"- Sure!
"
47486,"- Sure.
"
47487,"I don't know. This is just
"
47488,"my initial gut feeling...
"
47489,"...but I'm thinking...
"
47490,"...it'd be really great.
"
47491,"Oh, my God, me too!
"
47492,"Oh, we'd be like friends-in-law!
"
47493,"The best part is you already
"
47494,"know everything about him.
"
47495,"It's like starting on the 15th date.
"
47496,"But it would be like
"
47497,"starting on the 15th date.
"
47498,"Another good point.
"
47499,"No, I mean...
"
47500,"At the 15th date, you're already
"
47501,"in a ""relationship-y"" place.
"
47502,"You're committed.
"
47503,"Huh.
"
47504,"What happens if it doesn't work out?
"
47505,"- Why isn't it working out?
"
47506,"- I don't know, sometimes it doesn't.
"
47507,"Is he not cute enough for you?
"
47508,"Does he not make enough money?
"
47509,"- No, I'm just...
"
47510,"- Maybe there's someone else.
"
47511,"Is there? Is there someone else?
"
47512,"- No, there is no one else.
"
47513,"- Then why the hell...
"
47514,"...are you dumping my brother?
"
47515,"- Wha...?
"
47516,"- Hey, big...
"
47517,"- Shh!
"
47518,"[WHISPERS]
"
47519,"Spender.
"
47520,"She's still asleep.
"
47521,"- So how'd it go?
"
47522,"- It was amazing.
"
47523,"You know how you think
"
47524,"you're great in bed?
"
47525,"The fact you'd even ask
"
47526,"shows how little you know me.
"
47527,"Well, it's like,
"
47528,"last night I couldn't do the thing...
"
47529,"...that usually makes me great.
"
47530,"So I had to do all this other stuff.
"
47531,"And the response I got! Man, oh, man.
"
47532,"It was like a ticker-tape parade!
"
47533,"Yes I know. As it happens, my room
"
47534,"is very close to the parade route.
"
47535,"It was amazing, and not just for her.
"
47536,"Uh-uh. For me too.
"
47537,"It's like, all of a sudden, I'm blind...
"
47538,"...but all my other senses
"
47539,"are heightened.
"
47540,"You know? It's like,
"
47541,"I was able to appreciate it...
"
47542,"...on another level.
"
47543,"I didn't know you had another level.
"
47544,"I know. Neither did I!
"
47545,"- Hey, great skirts! Birthday present?
"
47546,"- Yeah.
"
47547,"- From who?
"
47548,"- From you.
"
47549,"I exchanged the blouse you got me.
"
47550,"Well, it's the thought.
"
47551,"Doesn't Ross' flight get in
"
47552,"in a couple hours?
"
47553,"At gate 27B?
"
